iter	Passed	Remaining
149	9746	1289759
150	9813	1289995
151	9839	1284830
152	9903	1284621
153	9945	1281681
154	9993	1279533
155	10062	1280061
156	10130	1280328
157	10195	1280361
158	10266	1281136
159	10331	1281113
160	10400	1281569
161	10429	1277163
162	10494	1277165
163	10568	1278243
164	10634	1278381
165	10697	1278173
166	10768	1278853
167	10835	1279078
168	10856	1273921
169	10920	1273862
170	10987	1274069
171	11052	1274122
172	11119	1274390
173	11151	1270643
174	11221	1271251
175	11287	1271330
176	11352	1271447
177	11418	1271611
178	11483	1271616
179	11553	1272218
180	11621	1272504
181	11690	1272984
182	11753	1272773
183	11824	1273433
184	11898	1274447
185	11969	1275087
186	12031	1274751
187	12102	1275369
188	12171	1275859
189	12247	1276959
190	12327	1278479
191	12405	1279822
192	12489	1281713
193	12556	1281914
194	12627	1282495
195	12693	1282529
196	12758	1282566
197	12835	1283647
198	12902	1283793
199	12976	1284691
200	13040	1284512
201	13108	1284764
202	13178	1285147
203	13250	1285800
204	13319	1286176
205	13388	1286498
206	13458	1286886
207	13523	1286794
208	13589	1286832
209	13656	1286984
210	13720	1286823
211	13787	1286917
212	13856	1287194
213	13925	1287517
214	13995	1287912
215	14061	1287883
216	14131	1288323
217	14195	1288114
218	14264	1288389
219	14332	1288652
220	14405	1289240
221	14476	1289735
222	14541	1289611
223	14612	1290104
224	14650	1287580
225	14714	1287472
226	14783	1287686
227	14856	1288367
228	14944	1290276
229	15029	1291874
230	15126	1294515
231	15226	1297437
232	15302	1298213
233	15385	1299597
234	15476	1301702
235	15551	1302410
236	15628	1303240
237	15699	1303575
238	15773	1304146
239	15841	1304299
240	15917	1305065
241	15989	1305439
242	16058	1305610
243	16127	1305831
244	16203	1306550
245	16272	1306708
246	16345	1307158
247	16426	1308304
248	16498	1308645
249	16571	1309154
250	16647	1309837
251	16714	1309839
252	16782	1309873
253	16854	1310260
254	16926	1310664
255	17005	1311514
256	17078	1311954
257	17146	1312040
258	17220	1312519
259	17298	1313336
260	17376	1314171
261	17450	1314628
262	17519	1314773
263	17589	1314954
264	17659	1315101
265	17731	1315490
266	17798	1315411
267	17865	1315393
268	17930	1315158
269	17997	1315185
270	18067	1315304
271	18133	1315231
272	18204	1315474
273	18271	1315433
274	18339	1315428
275	18408	1315542
276	18473	1315341
277	18556	1316435
278	18639	1317526
279	18731	1319216
280	18810	1320010
281	18881	1320209
282	18945	1319975
283	19018	1320310
284	19089	1320497
285	19152	1320188
286	19220	1320177
287	19286	1320070
288	19356	1320171
289	19420	1319947
290	19486	1319820
291	19553	1319738
292	19621	1319725
293	19693	1320001
294	19763	1320103
295	19830	1320051
296	19897	1320014
297	19962	1319797
298	20034	1320079
299	20101	1319998
300	20171	1320099
301	20239	1320139
302	20309	1320254
303	20375	1320129
304	20440	1319893
305	20505	1319720
306	20576	1319881
307	20638	1319551
308	20702	1319262
309	20772	1319367
310	20837	1319182
311	20914	1319758
312	20977	1319448
313	21048	1319590
314	21118	1319722
315	21187	1319803
316	21255	1319765
317	21324	1319866
318	21393	1319894
319	21460	1319802
320	21522	1319463
321	21591	1319488
322	21656	1319328
323	21720	1319077
324	21787	1318966
325	21854	1318937
326	21924	1319039
327	21989	1318842
328	22058	1318872
329	22130	1319123
330	22196	1318953
331	22263	1318926
332	22334	1319079
333	22401	1319017
334	22467	1318865
335	22535	1318868
336	22598	1318580
337	22663	1318387
338	22733	1318495
339	22801	1318466
340	22869	1318463
341	22939	1318571
342	23004	1318372
343	23066	1318010
344	23134	1317985
345	23195	1317610
346	23264	1317620
347	23332	1317598
348	23400	1317624
349	23467	1317534
350	23536	1317599
351	23608	1317768
352	23680	1317963
353	23746	1317848
354	23811	1317701
355	23873	1317357
356	23942	1317350
357	24006	1317148
358	24071	1316949
359	24139	1316942
360	24210	1317108
361	24281	1317250
362	24351	1317302
363	24419	1317287
364	24487	1317317
365	24554	1317224
366	24621	1317138
367	24688	1317072
368	24753	1316890
369	24824	1317043
370	24892	1317002
371	24957	1316834
372	25000	1315530
373	25068	1315476
374	25132	1315243
375	25202	1315365
376	25274	1315565
377	25348	1315830
378	25414	1315713
379	25483	1315772
380	25559	1316162
381	25634	1316502
382	25699	1316327
383	25764	1316147
384	25833	1316161
385	25899	1316051
386	25964	1315856
387	26031	1315804
388	26104	1316053
389	26172	1315987
390	26244	1316171
391	26317	1316410
392	26388	1316525
393	26455	1316482
394	26520	1316298
395	26587	1316222
396	26660	1316425
397	26726	1316328
398	26796	1316380
399	26862	1316248
400	26930	1316223
401	26997	1316169
402	27063	1316028
403	27130	1315956
404	27195	1315769
405	27265	1315839
406	27336	1315960
407	27403	1315895
408	27467	1315664
409	27532	1315537
410	27598	1315396
411	27660	1315058
412	27727	1314987
413	27796	1315021
414	27877	1315594
415	27946	1315617
416	28019	1315837
417	28092	1316027
418	28163	1316134
419	28231	1316133
420	28302	1316211
421	28371	1316241
422	28440	1316266
423	28510	1316316
424	28583	1316521
425	28653	1316601
426	28723	1316637
427	28793	1316697
428	28860	1316610
429	28928	1316604
430	28996	1316542
431	29063	1316464
432	29132	1316489
433	29198	1316351
434	29278	1316881
435	29354	1317185
436	29429	1317455
437	29505	1317766
438	29589	1318430
439	29685	1319639
440	29794	1321407
441	29872	1321813
442	29975	1323318
443	30052	1323643
444	30128	1323945
445	30202	1324160
446	30271	1324174
447	30341	1324197
448	30415	1324399
449	30485	1324436
450	30564	1324831
451	30635	1324909
452	30707	1325033
453	30778	1325094
454	30846	1325051
455	30916	1325067
456	30986	1325097
457	31057	1325149
458	31129	1325268
459	31208	1325681
460	31316	1327316
461	31413	1328498
462	31516	1329903
463	31591	1330126
464	31662	1330165
465	31735	1330291
466	31806	1330342
467	31875	1330308
468	31939	1330069
469	32012	1330233
470	32083	1330274
471	32158	1330510
472	32230	1330579
473	32303	1330718
474	32366	1330453
475	32433	1330317
476	32499	1330168
477	32566	1330052
478	32633	1329929
479	32703	1329946
480	32776	1330079
481	32851	1330298
482	32916	1330084
483	32985	1330036
484	33064	1330431
485	33130	1330249
486	33197	1330164
487	33268	1330204
488	33334	1330024
489	33406	1330122
490	33483	1330413
491	33558	1330594
492	33626	1330533
493	33700	1330697
494	33779	1331065
495	33864	1331653
496	33945	1332070
497	34013	1331985
498	34083	1331982
499	34155	1332076
500	34225	1332050
501	34295	1332070
502	34367	1332146
503	34435	1332035
504	34504	1331996
505	34567	1331722
506	34634	1331633
507	34701	1331504
508	34775	1331667
509	34848	1331777
510	34918	1331773
511	34992	1331904
512	35064	1331971
513	35148	1332483
514	35232	1333002
515	35301	1332966
516	35373	1333028
517	35439	1332881
518	35511	1332941
519	35582	1332979
520	35657	1333147
521	35728	1333195
522	35796	1333086
523	35879	1333553
524	35984	1334846
525	36063	1335162
526	36164	1336289
527	36251	1336895
528	36328	1337158
529	36402	1337276
530	36476	1337408
531	36546	1337366
532	36617	1337394
533	36691	1337527
534	36756	1337328
535	36825	1337255
536	36894	1337194
537	36963	1337128
538	37026	1336882
539	37101	1337021
540	37175	1337161
541	37251	1337341
542	37327	1337528
543	37416	1338178
544	37489	1338269
545	37562	1338363
546	37635	1338434
547	37708	1338497
548	37774	1338339
549	37840	1338193
550	37909	1338114
551	37980	1338122
552	38047	1337998
553	38114	1337845
554	38180	1337683
555	38258	1337944
556	38328	1337933
557	38396	1337814
558	38471	1337957
559	38539	1337870
560	38611	1337902
561	38678	1337764
562	38744	1337599
563	38810	1337442
564	38876	1337293
565	38944	1337171
566	39009	1336986
567	39082	1337055
568	39158	1337235
569	39232	1337358
570	39305	1337434
571	39378	1337484
572	39443	1337278
573	39513	1337274
574	39582	1337184
575	39656	1337290
576	39722	1337124
577	39785	1336883
578	39851	1336702
579	39919	1336607
580	39993	1336727
581	40063	1336693
582	40128	1336490
583	40206	1336726
584	40276	1336708
585	40351	1336846
586	40414	1336553
587	40480	1336418
588	40550	1336366
589	40615	1336184
590	40683	1336069
591	40758	1336211
592	40830	1336268
593	40900	1336234
594	40969	1336149
595	41035	1336001
596	41102	1335871
597	41176	1335950
598	41245	1335888
599	41313	1335815
600	41381	1335705
601	41451	1335678
602	41521	1335648
603	41591	1335622
604	41660	1335554
605	41730	1335518
606	41801	1335500
607	41870	1335447
608	41939	1335372
609	42008	1335309
610	42072	1335103
611	42146	1335198
612	42218	1335233
613	42288	1335177
614	42364	1335329
615	42451	1335829
616	42519	1335740
617	42593	1335827
618	42671	1336050
619	42740	1335976
620	42811	1335973
621	42884	1336041
622	42957	1336093
623	43025	1336000
624	43093	1335902
625	43166	1335958
626	43237	1335943
627	43305	1335838
628	43372	1335715
629	43446	1335795
630	43514	1335707
631	43583	1335639
632	43650	1335502
633	43724	1335602
634	43791	1335460
635	43862	1335462
636	43937	1335573
637	44012	1335693
638	44081	1335620
639	44154	1335661
640	44224	1335630
641	44292	1335524
642	44364	1335551
643	44432	1335466
644	44506	1335536
645	44575	1335456
646	44646	1335452
647	44716	1335416
648	44787	1335426
649	44861	1335506
650	44933	1335508
651	44998	1335321
652	45070	1335329
653	45141	1335334
654	45208	1335207
655	45283	1335304
656	45352	1335229
657	45423	1335241
658	45496	1335268
659	45568	1335303
660	45636	1335203
661	45706	1335152
662	45774	1335062
663	45841	1334929
664	45913	1334938
665	45985	1334962
666	46054	1334878
667	46126	1334914
668	46195	1334825
669	46269	1334909
670	46336	1334786
671	46407	1334764
672	46479	1334773
673	46548	1334706
674	46622	1334777
675	46654	1333655
676	46729	1333761
677	46799	1333713
678	46868	1333643
679	46942	1333715
680	47008	1333563
681	47079	1333543
682	47156	1333701
683	47220	1333487
684	47290	1333442
685	47359	1333386
686	47430	1333377
687	47498	1333275
688	47565	1333152
689	47633	1333059
690	47706	1333083
691	47772	1332921
692	47839	1332816
693	47911	1332836
694	47976	1332632
695	48042	1332495
696	48117	1332585
697	48189	1332601
698	48270	1332861
699	48339	1332798
700	48404	1332604
701	48470	1332456
702	48535	1332288
703	48604	1332192
704	48672	1332117
705	48742	1332067
706	48813	1332046
707	48885	1332063
708	48932	1331391
709	49000	1331292
710	49063	1331073
711	49133	1331032
712	49204	1331011
713	49274	1330955
714	49339	1330784
715	49404	1330597
716	49477	1330658
717	49542	1330470
718	49610	1330375
719	49676	1330216
720	49748	1330225
721	49818	1330190
722	49886	1330092
723	49918	1329044
724	49987	1328988
725	50057	1328941
726	50130	1328974
727	50202	1328980
728	50274	1328994
729	50338	1328799
730	50403	1328632
731	50487	1328950
732	50572	1329296
733	50640	1329217
734	50712	1329226
735	50781	1329150
736	50852	1329130
737	50916	1328938
738	50982	1328779
739	51049	1328673
740	51140	1329158
741	51223	1329465
742	51298	1329542
743	51364	1329388
744	51436	1329397
745	51502	1329261
746	51570	1329170
747	51637	1329039
748	51703	1328898
749	51769	1328742
750	51836	1328619
751	51909	1328661
752	51982	1328683
753	52053	1328665
754	52125	1328679
755	52195	1328647
756	52259	1328446
757	52330	1328423
758	52406	1328539
759	52485	1328720
760	52556	1328703
761	52626	1328635
762	52701	1328732
763	52770	1328667
764	52838	1328551
765	52908	1328515
766	52979	1328484
767	53039	1328198
768	53114	1328281
769	53186	1328279
770	53256	1328236
771	53322	1328097
772	53394	1328096
773	53462	1328001
774	53535	1328030
775	53601	1327889
776	53667	1327745
777	53737	1327685
778	53809	1327687
779	53874	1327519
780	53943	1327453
781	54014	1327435
782	54087	1327467
783	54158	1327430
784	54227	1327356
785	54293	1327225
786	54361	1327133
787	54424	1326898
788	54493	1326836
789	54570	1326949
790	54637	1326850
791	54706	1326780
792	54777	1326745
793	54848	1326733
794	54918	1326689
795	54992	1326722
796	55067	1326793
797	55140	1326825
798	55222	1327062
799	55295	1327094
800	55359	1326909
801	55427	1326814
802	55498	1326782
803	55576	1326913
804	55648	1326933
805	55718	1326862
806	55788	1326828
807	55859	1326808
808	55932	1326820
809	55999	1326714
810	56071	1326709
811	56138	1326572
812	56200	1326337
813	56267	1326215
814	56331	1326042
815	56403	1326028
816	56472	1325959
817	56538	1325817
818	56604	1325686
819	56682	1325824
820	56762	1326005
821	56837	1326070
822	56903	1325933
823	56972	1325862
824	57039	1325737
825	57107	1325651
826	57182	1325713
827	57255	1325733
828	57322	1325618
829	57392	1325558
830	57457	1325398
831	57524	1325274
832	57597	1325289
833	57670	1325314
834	57740	1325261
835	57814	1325305
836	57892	1325431
837	57960	1325340
838	58027	1325231
839	58097	1325187
840	58164	1325063
841	58238	1325108
842	58312	1325139
843	58382	1325080
844	58452	1325045
845	58524	1325029
846	58597	1325054
847	58659	1324828
848	58728	1324752
849	58801	1324769
850	58872	1324734
851	58944	1324737
852	59014	1324687
853	59084	1324623
854	59158	1324657
855	59233	1324718
856	59309	1324817
857	59379	1324769
858	59445	1324621
859	59513	1324523
860	59581	1324430
861	59654	1324439
862	59721	1324329
863	59787	1324184
864	59863	1324273
865	59940	1324368
866	60008	1324272
867	60082	1324301
868	60167	1324579
869	60239	1324572
870	60302	1324370
871	60368	1324234
872	60442	1324267
873	60517	1324332
874	60591	1324351
875	60666	1324416
876	60730	1324229
877	60797	1324102
878	60859	1323881
879	60930	1323851
880	61008	1323966
881	61088	1324140
882	61151	1323926
883	61219	1323844
884	61293	1323877
885	61362	1323802
886	61425	1323587
887	61497	1323571
888	61570	1323602
889	61639	1323515
890	61709	1323456
891	61773	1323275
892	61836	1323074
893	61908	1323076
894	61982	1323104
895	62055	1323120
896	62129	1323146
897	62195	1322999
898	62266	1322970
899	62331	1322807
900	62401	1322768
901	62469	1322660
902	62538	1322595
903	62614	1322664
904	62682	1322576
905	62747	1322400
906	62813	1322271
907	62884	1322246
908	62957	1322247
909	63036	1322378
910	63109	1322397
911	63179	1322326
912	63248	1322268
913	63293	1321684
914	63365	1321677
915	63440	1321729
916	63509	1321656
917	63584	1321702
918	63656	1321677
919	63729	1321686
920	63802	1321704
921	63873	1321667
922	63946	1321669
923	64016	1321614
924	64082	1321492
925	64149	1321365
926	64237	1321674
927	64322	1321942
928	64393	1321908
929	64462	1321835
930	64535	1321829
931	64614	1321970
932	64689	1322002
933	64770	1322169
934	64842	1322159
935	64914	1322153
936	64985	1322112
937	65055	1322063
938	65137	1322248
939	65217	1322379
940	65311	1322817
941	65421	1323577
942	65518	1324063
943	65628	1324804
944	65709	1324974
945	65785	1325019
946	65863	1325132
947	65936	1325136
948	66050	1325950
949	66151	1326507
950	66225	1326539
951	66299	1326553
952	66367	1326452
953	66440	1326435
954	66510	1326377
955	66582	1326351
956	66663	1326521
957	66711	1326015
958	66787	1326075
959	66859	1326042
960	66939	1326187
961	67015	1326237
962	67085	1326168
963	67152	1326058
964	67218	1325915
965	67287	1325829
966	67368	1325977
967	67442	1325990
968	67507	1325845
969	67580	1325823
970	67661	1325990
971	67735	1325997
972	67813	1326092
973	67887	1326098
974	67955	1326005
975	68031	1326056
976	68106	1326088
977	68176	1326031
978	68246	1325953
979	68313	1325834
980	68387	1325849
981	68456	1325773
982	68528	1325742
983	68602	1325755
984	68669	1325627
985	68738	1325545
986	68803	1325390
987	68871	1325280
988	68915	1324728
989	68994	1324826
990	69065	1324797
991	69132	1324664
992	69197	1324502
993	69265	1324414
994	69341	1324465
995	69420	1324559
996	69492	1324541
997	69565	1324538
998	69638	1324528
999	69707	1324437
1000	69774	1324326
1001	69848	1324337
1002	69918	1324260
1003	69955	1323581
1004	70023	1323483
1005	70093	1323418
1006	70163	1323354
1007	70232	1323276
1008	70307	1323308
1009	70376	1323213
1010	70441	1323051
1011	70510	1322970
1012	70572	1322758
1013	70639	1322637
1014	70713	1322663
1015	70777	1322485
1016	70812	1321756
1017	70883	1321716
1018	70956	1321717
1019	71022	1321582
1020	71089	1321466
1021	71161	1321427
1022	71231	1321375
1023	71304	1321354
1024	71376	1321344
1025	71445	1321245
1026	71533	1321523
1027	71604	1321474
1028	71668	1321311
1029	71739	1321256
1030	71809	1321192
1031	71877	1321093
1032	71956	1321200
1033	71991	1320486
1034	72060	1320412
1035	72132	1320384
1036	72201	1320298
1037	72267	1320168
1038	72341	1320174
1039	72407	1320043
1040	72477	1319980
1041	72547	1319920
1042	72617	1319859
1043	72696	1319963
1044	72771	1319989
1045	72842	1319941
1046	72920	1320030
1047	72999	1320123
1048	73068	1320037
