iter	RMSE
180	0.4814385216
181	0.4814332344
182	0.4810359537
183	0.4810276319
184	0.4810236218
185	0.4809864769
186	0.4802966893
187	0.479756088
188	0.4793505736
189	0.4787348509
190	0.478142999
191	0.4774378029
192	0.4774312921
193	0.4774261407
194	0.4767294913
195	0.4767111617
196	0.4764405469
197	0.4764353021
198	0.47643036
199	0.4764065331
200	0.4756656781
201	0.4753838782
202	0.4748297034
203	0.4748179404
204	0.474052157
205	0.4737267217
206	0.4736343753
207	0.4736294478
208	0.473046904
209	0.4727395131
210	0.4722242314
211	0.4717274522
212	0.4717226997
213	0.4716015945
214	0.4715298969
215	0.4710614719
216	0.4705842072
217	0.4704999647
218	0.470086524
219	0.4693750812
220	0.469368489
221	0.4693603523
222	0.4689837009
223	0.4686279273
224	0.4686233586
225	0.4683811671
226	0.4683720914
227	0.4683641669
228	0.4683578234
229	0.4681148117
230	0.4680980866
231	0.4674920911
232	0.46748794
233	0.4669338541
234	0.4666990315
235	0.4665433022
236	0.4665360618
237	0.466256221
238	0.4662492306
239	0.4659745595
240	0.4655649983
241	0.4655597111
242	0.4655557362
243	0.4652553144
244	0.4649278804
245	0.4645547015
246	0.4643480296
247	0.4639729454
248	0.4633924129
249	0.4633886233
250	0.4630118246
251	0.4625162542
252	0.46195588
253	0.4619470199
254	0.4618943654
255	0.4613216546
256	0.4613144145
257	0.4605118199
258	0.4601331895
259	0.4598219174
260	0.4598182586
261	0.4598143692
262	0.459395046
263	0.4588350619
264	0.4588317202
265	0.4585382853
266	0.4585349294
267	0.4581147861
268	0.4578465793
269	0.4573437281
270	0.4573390873
271	0.4573359581
272	0.4568742216
273	0.4565632956
274	0.455826596
275	0.4555808881
276	0.4550144589
277	0.4546404242
278	0.4546370891
279	0.4545985358
280	0.4542397891
281	0.4541946367
282	0.4536111797
283	0.4533284209
284	0.4528594611
285	0.4527399453
286	0.4524141054
287	0.4524099124
288	0.4524016453
289	0.4519925839
290	0.4517731762
291	0.4514843413
292	0.451037207
293	0.451006899
294	0.4505272586
295	0.4505185589
296	0.4505161082
297	0.4501703907
298	0.4501291359
299	0.4496207021
300	0.4496146851
301	0.4496079265
302	0.4492456894
303	0.4492328777
304	0.448819319
305	0.4488067386
306	0.4486723232
307	0.4480143269
308	0.4475013241
309	0.4471117754
310	0.4467996035
311	0.4467930706
312	0.4463124204
313	0.4461291243
314	0.4458909244
315	0.4458840875
316	0.445267032
317	0.4452614328
318	0.4452487711
319	0.4449113356
320	0.444385836
321	0.4433106354
322	0.4427894276
323	0.4424818543
324	0.442108142
325	0.4416990196
326	0.4416965192
327	0.4416798222
328	0.4415295428
329	0.4412412585
330	0.4408750112
331	0.4407586139
332	0.4407444056
333	0.4403753706
334	0.4399041247
335	0.4398990677
336	0.4395800929
337	0.43928706
338	0.4384350568
339	0.4384287483
340	0.4381975241
341	0.4378373594
342	0.4373784168
343	0.4373756914
344	0.4373733147
345	0.437179448
346	0.4367284549
347	0.4367261422
348	0.4367009633
349	0.4366954979
350	0.4365635768
351	0.4365601444
352	0.4365506358
353	0.4360920368
354	0.4355960396
355	0.4354364415
356	0.4351053584
357	0.4349238685
358	0.4349214441
359	0.4349033907
360	0.4347469494
361	0.4347381629
362	0.4345411817
363	0.434273082
364	0.4337314555
365	0.4334615806
366	0.4329025929
367	0.4328716248
368	0.4327786249
369	0.4324686382
370	0.4324615079
371	0.4320810239
372	0.4320079254
373	0.4316433055
374	0.4312994357
375	0.43129349
376	0.4309983171
377	0.4305341154
378	0.4301143153
379	0.4299214001
380	0.4299178214
381	0.4299152359
382	0.4295163096
383	0.4292113824
384	0.429205448
385	0.4292012511
386	0.4289761523
387	0.4289007177
388	0.42875205
389	0.4287416497
390	0.4279391093
391	0.4279360705
392	0.4276877943
393	0.4268961681
394	0.4268145494
395	0.4265955638
396	0.4265521743
397	0.4260855622
398	0.4260795469
399	0.4257517831
400	0.4255656772
401	0.4252643478
402	0.4252020166
403	0.4249567295
404	0.4249310485
405	0.4247963001
406	0.424562977
407	0.4240712585
408	0.4238961133
409	0.4232433327
410	0.4230184965
411	0.4227700531
412	0.4227464479
413	0.4224266885
414	0.422423438
415	0.4223394674
416	0.422327192
417	0.422313508
418	0.4223075311
419	0.4221974702
420	0.4216709639
421	0.4216688375
422	0.4216671927
423	0.4216639869
424	0.4216619165
425	0.4214342779
426	0.4214014253
427	0.4209193051
428	0.4207785015
429	0.4206253053
430	0.4201420794
431	0.4201399751
432	0.420113521
433	0.4198534704
434	0.4196780088
435	0.4196769189
436	0.4196749533
437	0.4196563576
438	0.419324274
439	0.4189267349
440	0.4189241215
441	0.4182693455
442	0.4179438399
443	0.4177124329
444	0.417653884
445	0.4169906354
446	0.4163892158
447	0.4161738502
448	0.4161099133
449	0.4157341293
450	0.4155741459
451	0.4155660652
452	0.4152382382
453	0.4149478265
454	0.4146609251
455	0.414629198
456	0.4144671394
457	0.4143542585
458	0.4140117476
459	0.4140108183
460	0.4137652725
461	0.4136079823
462	0.41360726
463	0.4135152949
464	0.4133348671
465	0.4133336214
466	0.4130824963
467	0.4129418669
468	0.412940659
469	0.4129398785
470	0.4128258751
471	0.4126296929
472	0.4122351992
473	0.4122219963
474	0.4120634853
475	0.4120493698
476	0.4117756117
477	0.4117741186
478	0.4116691137
479	0.4115330007
480	0.4115239194
481	0.4115228443
482	0.4110938445
483	0.4110933748
484	0.4110922427
485	0.4108906418
486	0.4107403657
487	0.4102656412
488	0.4098138836
489	0.4098122134
490	0.4095310427
491	0.4091507483
492	0.4091296099
493	0.4091221865
494	0.4091108242
495	0.4090632683
496	0.4087720455
497	0.4087077332
498	0.4086337672
499	0.4083346182
500	0.4081833207
501	0.4081826577
502	0.4076415306
503	0.4073110055
504	0.4071552498
505	0.4070808141
506	0.4068939513
507	0.4065846987
508	0.4065839896
509	0.4065730242
510	0.4065671971
511	0.4065520499
512	0.4060725082
513	0.405904798
514	0.4059019495
515	0.4056255428
516	0.4049599401
517	0.4046187382
518	0.4041681001
519	0.4040092691
520	0.4040073406
521	0.4040066569
522	0.4037747914
523	0.4036917627
524	0.4036907766
525	0.4033641168
526	0.403250195
527	0.4032241689
528	0.4027966172
529	0.4026380505
530	0.4026373437
531	0.4025763341
532	0.4024511132
533	0.4023594931
534	0.4019968934
535	0.4017608388
536	0.4017605084
537	0.401612643
538	0.4011281488
539	0.4006990995
540	0.4006974475
541	0.4002859693
542	0.3999613038
543	0.3998092251
544	0.3996293533
545	0.3993417055
546	0.3993344131
547	0.3991961259
548	0.3989306627
549	0.3986314594
550	0.3986302418
551	0.3986290902
552	0.3984123081
553	0.3984108279
554	0.3982606847
555	0.3981192131
556	0.397824453
557	0.3974094709
558	0.3974055937
559	0.3971241683
560	0.3969929092
561	0.3969229125
562	0.3966317095
563	0.3965076624
564	0.396410428
565	0.3962777907
566	0.396129044
567	0.3961085086
568	0.3961013167
569	0.3960485167
570	0.3960457762
571	0.3960449588
572	0.3959968498
573	0.3957525804
574	0.395688832
575	0.3954949018
576	0.3954938133
577	0.3952762813
578	0.3950430093
579	0.3949796494
580	0.394884548
581	0.3948832985
582	0.3947025041
583	0.3943242558
584	0.3938686389
585	0.3938451774
586	0.3934254928
587	0.3930491555
588	0.3930047502
589	0.3928715532
590	0.3925978782
591	0.392571727
592	0.3925639241
593	0.3923037223
594	0.3923028044
595	0.3922540005
596	0.3919753667
597	0.3918236635
598	0.3916813559
599	0.3916739154
600	0.3916727406
601	0.3915672723
602	0.3912939528
603	0.3912849571
604	0.3912794657
605	0.3912779462
606	0.3909495982
607	0.3907817001
608	0.3907449103
609	0.3905429399
610	0.3902549227
611	0.3901228805
612	0.3899227441
613	0.3898925454
614	0.3898522691
615	0.3898341811
616	0.3897229341
617	0.3897196573
618	0.3897026759
619	0.3897019133
620	0.3894264111
621	0.3894035234
622	0.3893969102
623	0.3893102108
624	0.3891242891
625	0.3889720509
626	0.3889625598
627	0.3889128343
628	0.3886007906
629	0.388346832
630	0.3880492643
631	0.3877874824
632	0.3875743297
633	0.3875659704
634	0.3871984879
635	0.3868811054
636	0.3868460311
637	0.3865777508
638	0.3865257344
639	0.3865252733
640	0.3865228975
641	0.3861931815
642	0.3860714645
643	0.3859255446
644	0.3857804081
645	0.3856588603
646	0.3856225395
647	0.3855080221
648	0.3854204215
649	0.3853090313
650	0.3851953927
651	0.3850069961
652	0.3849647017
653	0.3847765265
654	0.3846367045
655	0.3844129817
656	0.3842425296
657	0.3842034746
658	0.3841531001
659	0.3839355366
660	0.3837206636
661	0.3836967171
662	0.3836339681
663	0.3834842485
664	0.3833949394
665	0.3833860239
666	0.3831541251
667	0.3831431263
668	0.3830245475
669	0.3828824936
670	0.3828013715
671	0.3827935864
672	0.3827879252
673	0.3825127574
674	0.3824940736
675	0.3824811678
676	0.3824764729
677	0.3824717757
678	0.3822952582
679	0.3822908541
680	0.3820873414
681	0.3820752899
682	0.382067089
683	0.3818171738
684	0.3816817603
685	0.3814421101
686	0.3813866808
687	0.3813808287
688	0.3812631789
689	0.3810507559
690	0.3809344722
691	0.3808746735
692	0.3806611382
693	0.3804099245
694	0.3801279187
695	0.3798160282
696	0.3795522153
697	0.3793988888
698	0.3793829043
699	0.3792404068
700	0.3789636751
701	0.3787064555
702	0.3785241349
703	0.3784959512
704	0.378245049
705	0.3779719702
706	0.3779644629
707	0.377750138
708	0.3777409527
709	0.3777318682
710	0.377720805
711	0.3774935244
712	0.3774465696
713	0.3770500424
714	0.3767318248
715	0.3764313944
716	0.3760657622
717	0.3759333984
718	0.3759250544
719	0.3757046273
720	0.3756981419
721	0.3756462756
722	0.3755545002
723	0.3755470064
724	0.3754127122
725	0.3753629145
726	0.3751327314
727	0.3751141125
728	0.3751081753
729	0.3745529213
730	0.374551354
731	0.3744294097
732	0.3744236902
733	0.374381888
734	0.3742828963
735	0.3739186087
736	0.3739131219
737	0.3737306136
738	0.3735081945
739	0.3733117264
740	0.3732507559
741	0.3730415786
742	0.3730362305
743	0.3726882682
744	0.3726283414
745	0.3723986847
746	0.3722607381
747	0.3721511081
748	0.3719582908
749	0.3717647076
750	0.3714507332
751	0.3714492061
752	0.371444069
753	0.3711530178
754	0.3708802669
755	0.3705518806
756	0.3704661129
757	0.3704613175
758	0.3704581515
759	0.3704531254
760	0.3704347306
761	0.3701445559
762	0.3701381508
763	0.3699546352
764	0.3698788365
765	0.3698743616
766	0.3696697391
767	0.3694657047
768	0.3691574595
769	0.3691522639
770	0.3691415926
771	0.3691336763
772	0.3690617233
773	0.3686468838
774	0.3686453639
775	0.3684153981
776	0.3683701728
777	0.3680721906
778	0.3679790105
779	0.3676301921
780	0.3675971535
781	0.367511257
782	0.3674045231
783	0.3673617617
784	0.3672277782
785	0.3672213629
786	0.3671303601
787	0.3667802825
788	0.3667732099
789	0.3667719386
790	0.3667652958
791	0.3666856934
792	0.3664364333
793	0.3663196057
794	0.3663158162
795	0.3662654646
796	0.3661461878
797	0.366142023
798	0.366135043
799	0.3659204021
800	0.3659144452
801	0.3656141049
802	0.3652995782
803	0.3651873514
804	0.3650412773
805	0.3650240753
806	0.3648127595
807	0.3645846654
808	0.3643721552
809	0.3641333098
810	0.3640740533
811	0.3638772414
812	0.3637299391
813	0.3635954028
814	0.3633167447
815	0.3630430674
816	0.3627818816
817	0.36261635
818	0.3625358078
819	0.362400788
820	0.3623606624
821	0.3623582411
822	0.3621423017
823	0.3620622469
824	0.3618952502
825	0.3618299584
826	0.3618269832
827	0.3616464487
828	0.3615085421
829	0.3612880329
830	0.360907943
831	0.3606150153
832	0.3604911706
833	0.3603667218
834	0.3602044242
835	0.3600195194
836	0.3599993414
837	0.359991062
838	0.3599465841
839	0.3598754996
840	0.3598673512
841	0.3597308315
842	0.3596041476
843	0.3596021474
844	0.3594887121
845	0.3594625017
846	0.3593807181
847	0.359277318
848	0.359255328
849	0.3592519908
850	0.3591945169
851	0.3590366226
852	0.3589154279
853	0.3588978016
854	0.3588831087
855	0.3588800307
856	0.35884304
857	0.3588283442
858	0.3587675296
859	0.3585052447
860	0.3583287473
861	0.3580091265
862	0.3579460533
863	0.3578319661
864	0.3577817692
865	0.3576629904
866	0.3574266319
867	0.3572729298
868	0.3571218083
869	0.3568399956
870	0.3566777994
871	0.3565721388
872	0.356563592
873	0.3565418461
874	0.3565208537
875	0.3564762722
876	0.3562986094
877	0.3561283091
878	0.3559379189
879	0.3558386449
880	0.3558224948
881	0.3558135375
882	0.3555162621
883	0.3552007243
884	0.35519668
885	0.3548947955
886	0.3547091411
887	0.3546993278
888	0.3546965199
889	0.35450164
890	0.354236501
891	0.3540751548
892	0.3539104442
893	0.3537864354
894	0.3537757303
895	0.3537335914
896	0.3537173158
897	0.3537146981
898	0.3537117262
899	0.353577041
900	0.3534471579
901	0.3532601348
902	0.3532330799
903	0.353222745
904	0.3532197817
905	0.353173845
906	0.3528420329
907	0.3528396447
908	0.3527950193
909	0.3527720379
910	0.3527669735
911	0.3527649251
912	0.352700195
913	0.3526963448
914	0.3525667736
915	0.3525075749
916	0.3524496698
917	0.3524480143
918	0.3524413667
919	0.3523138548
920	0.3523120741
921	0.3519497907
922	0.3519324883
923	0.3515870199
924	0.3515036546
925	0.3512754633
926	0.3512644609
927	0.3512616924
928	0.3509737063
929	0.3506689628
930	0.3505438105
931	0.3505376344
932	0.3503926094
933	0.350281022
934	0.3501186575
935	0.3500622257
936	0.3499825483
937	0.3498118268
938	0.3497827227
939	0.3497753507
940	0.3496780425
941	0.3496629332
942	0.349621247
943	0.3496058201
944	0.3494897755
945	0.3494565525
946	0.3494384357
947	0.3491178888
948	0.3491103772
949	0.3490928287
950	0.3490727799
951	0.3489134053
952	0.3488255233
953	0.3486320347
954	0.3485339399
955	0.3482789074
956	0.3482102896
957	0.3482066262
958	0.3482043375
959	0.3481440139
960	0.3480418507
961	0.3479235674
962	0.3477630042
963	0.3475229106
964	0.3474804273
965	0.3474792213
966	0.3474414018
967	0.3474392747
968	0.3471603106
969	0.3469973065
970	0.3469842211
971	0.3468059833
972	0.3466966443
973	0.3466829598
974	0.3464769134
975	0.3464571718
976	0.3464509653
977	0.3461620633
978	0.3460120425
979	0.3459977865
980	0.3459249294
981	0.3458262396
982	0.3458093339
983	0.3456868869
984	0.3455530493
985	0.3454174385
986	0.3454110993
987	0.3451357061
988	0.3451323535
989	0.3450209555
990	0.3449189908
991	0.3447681501
992	0.3446673309
993	0.3446668596
994	0.3446647739
995	0.3444491259
996	0.3443553768
997	0.3443507061
998	0.3442735775
999	0.3442437196
1000	0.3441651536
1001	0.3440688774
1002	0.3436890495
1003	0.3436868582
1004	0.3436704581
1005	0.3436659922
1006	0.3435843181
1007	0.3435826755
1008	0.343567865
1009	0.3433812256
1010	0.3432831243
1011	0.3431892782
1012	0.343088416
1013	0.342959288
1014	0.3427260441
1015	0.3425726525
1016	0.3425707965
1017	0.3424889584
1018	0.3424250756
1019	0.3422354186
1020	0.3420285649
1021	0.3420099428
1022	0.3419401622
1023	0.341935134
1024	0.3418846752
1025	0.3418774282
1026	0.3416801036
1027	0.3415393703
1028	0.3414577502
1029	0.3414490003
1030	0.3413110752
1031	0.341242273
1032	0.3411544792
1033	0.3411529305
1034	0.3409161047
1035	0.3409142233
1036	0.340849187
1037	0.3406541503
1038	0.3405726335
1039	0.3403519989
1040	0.3402304738
1041	0.3400978996
1042	0.3397841262
1043	0.3397813232
1044	0.3397726084
1045	0.3396726451
1046	0.3395434951
1047	0.3395211438
1048	0.3393102562
